lender,lender_city,lender_state,do_code,sba_do_name,approved_loans,approved_dollars,approved_sba_guaranty_dollars,avg_loan_size,guaranty_rate_pct
CDC Small Business Finance Corporation,San Diego,CA,883,UTAH DISTRICT OFFICE,2,400000,311500,200000.0,77.88
"JPMorgan Chase Bank, National Association",Columbus,OH,358,PITTSBURGH DISTRICT OFFICE,3,400000,200000,133333.33,50.0
Merchants Bank of Indiana,Carmel,IN,944,NEVADA DISTRICT OFFICE,1,400000,300000,400000.0,75.0
North State Bank,Raleigh,NC,353,WASHINGTON DISTRICT OFFICE,1,400000,300000,400000.0,75.0
Beacon Community Bank,Mount Pleasant,SC,460,NORTH CAROLINA DISTRICT OFFICE,1,400000,300000,400000.0,75.0
City National Bank of Florida,Miami,FL,679,LOUISIANA DISTRICT OFFICE,1,400000,300000,400000.0,75.0
Stearns Bank National Association,Saint Cloud,MN,954,SAN DIEGO DISTRICT OFFICE,1,400000,300000,400000.0,75.0
Lower East Side People's Federal Credit Union,New York City,NY,202,NEW YORK DISTRICT OFFICE,4,400000,200000,100000.0,50.0
Pathward National Association,Sioux Falls,SD,954,SAN DIEGO DISTRICT OFFICE,1,400000,300000,400000.0,75.0
CIBC Bank USA,Chicago,IL,460,NORTH CAROLINA DISTRICT OFFICE,2,400000,293750,200000.0,73.44
BMO Bank National Association,Chicago,IL,563,WISCONSIN DISTRICT OFFICE,2,400000,250000,200000.0,62.5
East West Bank,Pasadena,CA,610,DALLAS / FT WORTH DISTRICT OFFICE,1,400000,300000,400000.0,75.0
Craft Bank,Atlanta,GA,303,PHILADELPHIA DISTRICT OFFICE,1,400000,300000,400000.0,75.0
North State Bank,Raleigh,NC,562,INDIANA DISTRICT OFFICE,1,400000,300000,400000.0,75.0
Exos Small Business Lending LLC,New York,NY,491,NORTH FLORIDA DISTRICT OFFICE,1,400000,300000,400000.0,75.0
FWBank,Chicago,IL,954,SAN DIEGO DISTRICT OFFICE,1,400000,300000,400000.0,75.0
Five Star Bank,Rancho Cordova,CA,912,SAN FRANCISCO DISTRICT OFFICE,2,400000,300000,200000.0,75.0
Parke Bank,Sewell,NJ,299,NEW JERSEY DISTRICT OFFICE,1,400000,300000,400000.0,75.0
Bank of the Southwest,Roswell,NM,682,NEW MEXICO DISTRICT OFFICE,1,400000,360000,400000.0,90.0
Colony Bank,Fitzgerald,GA,562,INDIANA DISTRICT OFFICE,3,400000,340000,133333.33,85.0
First Eagle Bank,Chicago,IL,507,ILLINOIS DISTRICT OFFICE,1,400000,200000,400000.0,50.0
Bankwell Bank,New Canaan,CT,914,LOS ANGELES DISTRICT OFFICE,1,400000,300000,400000.0,75.0
First Savings Bank,Jeffersonville,IN,681,SAN ANTONIO DISTRICT OFFICE,1,400000,300000,400000.0,75.0
"Wilmington Savings Fund Society, FSB",Wilmington,DE,515,MICHIGAN DISTRICT OFFICE,1,400000,300000,400000.0,75.0
Cornhusker Bank,Lincoln,NE,515,MICHIGAN DISTRICT OFFICE,1,400000,300000,400000.0,75.0
Bell Bank,Fargo,ND,455,SOUTH FLORIDA DISTRICT OFFICE,2,400000,252500,200000.0,63.12
NewBank,Queens,NY,156,CONNECTICUT DISTRICT OFFICE,1,400000,300000,400000.0,75.0
"Citibank, N.A.",Sioux Falls,SD,507,ILLINOIS DISTRICT OFFICE,6,399000,199500,66500.0,50.0
"Vermont Community Loan Fund, Inc.",Montpelier,VT,150,VERMONT DISTRICT OFFICE,5,398500,338725,79700.0,85.0
Granite FCU,Salt Lake City,UT,883,UTAH DISTRICT OFFICE,1,398000,298500,398000.0,75.0
Magnifi Financial CU,Melrose,MN,353,WASHINGTON DISTRICT OFFICE,1,397800,298350,397800.0,75.0
First Bank of the Lake,Osage Beach,MO,341,DELAWARE DISTRICT OFFICE,3,397100,306495,132366.67,77.18
American Momentum Bank,College Station,TX,914,LOS ANGELES DISTRICT OFFICE,1,397000,297750,397000.0,75.0
Providence Bank & Trust,South Holland,IL,562,INDIANA DISTRICT OFFICE,1,396900,297675,396900.0,75.0
Wadena State Bank,Wadena,MN,508,MINNESOTA DISTRICT OFFICE,2,396800,198400,198400.0,50.0
ConnectOne Bank,Englewood Cliffs,NJ,811,COLORADO DISTRICT OFFICE,1,395000,296250,395000.0,75.0
Bridgewater Bank,Saint Louis Park,MN,811,COLORADO DISTRICT OFFICE,1,394800,296100,394800.0,75.0
CDC Small Business Finance Corporation,San Diego,CA,373,BALTIMORE DISTRICT OFFICE,3,394200,311650,131400.0,79.06
First Heritage Federal Credit Union,Corning,NY,303,PHILADELPHIA DISTRICT OFFICE,3,394000,318900,131333.33,80.94
Old National Bank,Evansville,IN,988,ARIZONA DISTRICT OFFICE,1,393000,294750,393000.0,75.0
Community Financial Services Bank,Benton,KY,457,KENTUCKY DISTRICT OFFICE,1,393000,294750,393000.0,75.0
Banc of California,Los Angeles,CA,248,SYRACUSE DISTRICT OFFICE,1,392000,294000,392000.0,75.0
IncredibleBank,Wausau,WI,914,LOS ANGELES DISTRICT OFFICE,1,392000,294000,392000.0,75.0
Midwest BankCentre,Saint Louis,MO,709,KANSAS CITY DISTRICT OFFICE,1,390000,292500,390000.0,75.0
Platinum Bank,Oakdale,MN,920,SANTA ANA DISTRICT OFFICE,2,390000,280000,195000.0,71.79
"T Bank, National Association",Dallas,TX,390,WEST VIRGINIA DISTRICT OFFICE,1,389300,291975,389300.0,75.0
"Heritage Bank, Inc.",Burlington,KY,304,RICHMOND DISTRICT OFFICE,3,389000,330650,129666.67,85.0
GECU,El Paso,TX,677,EL PASO DISTRICT OFFICE,1,388000,291000,388000.0,75.0
United Bank of Michigan,Grand Rapids,MI,515,MICHIGAN DISTRICT OFFICE,1,387500,290625,387500.0,75.0
"Capital Bank, National Association",Rockville,MD,562,INDIANA DISTRICT OFFICE,1,387000,290250,387000.0,75.0
First Business Bank,Madison,WI,678,LUBBOCK DISTRICT OFFICE,1,386000,289500,386000.0,75.0
North Brookfield Savings Bank,North Brookfield,MA,101,MASSACHUSETTS DISTRICT OFFICE,4,384500,192250,96125.0,50.0
EverTrust Bank,City Of Industry,CA,942,FRESNO DISTRICT OFFICE,1,383000,287250,383000.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,897,WYOMING DISTRICT OFFICE,1,382700,287025,382700.0,75.0
"CRF Small Business Loan Company, LLC",Minneapolis,MN,373,BALTIMORE DISTRICT OFFICE,1,382700,287025,382700.0,75.0
Bank of Sun Prairie,Sun Prairie,WI,563,WISCONSIN DISTRICT OFFICE,1,382500,286875,382500.0,75.0
Merchants Bank of Indiana,Carmel,IN,405,GEORGIA DISTRICT OFFICE,1,382000,286500,382000.0,75.0
Craft Bank,Atlanta,GA,464,SOUTH CAROLINA DISTRICT OFFICE,1,380700,285525,380700.0,75.0
Gulf Coast Bank and Trust Company,New Orleans,LA,299,NEW JERSEY DISTRICT OFFICE,1,380000,285000,380000.0,75.0
"LiftFund, Inc.",San Antonio,TX,455,SOUTH FLORIDA DISTRICT OFFICE,2,380000,285000,190000.0,75.0
Northeast Bank,Lewiston,ME,1084,ALASKA DISTRICT OFFICE,5,380000,323000,76000.0,85.0
"JPMorgan Chase Bank, National Association",Columbus,OH,508,MINNESOTA DISTRICT OFFICE,6,380000,190000,63333.33,50.0
United Community Bank,Greenville,SC,811,COLORADO DISTRICT OFFICE,1,380000,285000,380000.0,75.0
Encore Bank,Little Rock,AR,515,MICHIGAN DISTRICT OFFICE,1,378900,284175,378900.0,75.0
BMO Bank National Association,Chicago,IL,562,INDIANA DISTRICT OFFICE,1,378700,284025,378700.0,75.0
Woodsville Guaranty Savings Bank,Woodsville,NH,150,VERMONT DISTRICT OFFICE,3,377900,261025,125966.67,69.07
"Lendistry SBLC, LLC",Los Angeles,CA,768,ST. LOUIS DISTRICT OFFICE,3,377500,320875,125833.33,85.0
Kendall Bank,Overland Park,KS,766,NEBRASKA DISTRICT OFFICE,1,375300,281475,375300.0,75.0
Region IV Development Corporation,Twin Falls,ID,1087,BOISE DISTRICT OFFICE,2,375200,293480,187600.0,78.22
City National Bank of Florida,Miami,FL,811,COLORADO DISTRICT OFFICE,1,375000,281250,375000.0,75.0
Route 31 Federal Credit Union,Muskegon,MI,515,MICHIGAN DISTRICT OFFICE,1,375000,281250,375000.0,75.0
Citizens Bank,Elizabethton,TN,508,MINNESOTA DISTRICT OFFICE,1,375000,281250,375000.0,75.0
FCNB Bank,Steelville,MO,768,ST. LOUIS DISTRICT OFFICE,2,375000,291250,187500.0,77.67
"Capital One, National Association",Mclean,VA,954,SAN DIEGO DISTRICT OFFICE,1,375000,281250,375000.0,75.0
Bank of the Orient,San Francisco,CA,681,SAN ANTONIO DISTRICT OFFICE,1,375000,281250,375000.0,75.0
"Heritage Bank, Inc.",Burlington,KY,303,PHILADELPHIA DISTRICT OFFICE,3,375000,318750,125000.0,85.0
Merchants Bank of Indiana,Carmel,IN,156,CONNECTICUT DISTRICT OFFICE,1,372500,279375,372500.0,75.0
"Heritage Bank, Inc.",Burlington,KY,883,UTAH DISTRICT OFFICE,3,372000,316200,124000.0,85.0
Trustmark National Bank,Jackson,MS,459,ALABAMA DISTRICT OFFICE,2,370600,265450,185300.0,71.63
"JPMorgan Chase Bank, National Association",Columbus,OH,766,NEBRASKA DISTRICT OFFICE,3,370000,185000,123333.33,50.0
City National Bank of Florida,Miami,FL,464,SOUTH CAROLINA DISTRICT OFFICE,1,370000,277500,370000.0,75.0
City National Bank of Florida,Miami,FL,1086,PORTLAND DISTRICT OFFICE,1,370000,277500,370000.0,75.0
Peoples Trust Company of St. Albans,Saint Albans,VT,150,VERMONT DISTRICT OFFICE,3,370000,185000,123333.33,50.0
BANK,Wapello,IA,761,DES MOINES DISTRICT OFFICE,1,370000,277500,370000.0,75.0
HomeTrust Bank,Asheville,NC,761,DES MOINES DISTRICT OFFICE,1,370000,277500,370000.0,75.0
"Fund-Ex Solutions Group, LLC",Davie,FL,912,SAN FRANCISCO DISTRICT OFFICE,1,368700,276525,368700.0,75.0
22nd State Bank,Louisville,AL,912,SAN FRANCISCO DISTRICT OFFICE,1,368700,276525,368700.0,75.0
Capital Certified Development Corporation,Austin,TX,678,LUBBOCK DISTRICT OFFICE,2,368500,288525,184250.0,78.3
22nd State Bank,Louisville,AL,931,SACRAMENTO DISTRICT OFFICE,1,368400,276300,368400.0,75.0
Gulf Coast Bank,Abbeville,LA,610,DALLAS / FT WORTH DISTRICT OFFICE,1,367200,275400,367200.0,75.0
Stock Yards Bank & Trust Company,Louisville,KY,507,ILLINOIS DISTRICT OFFICE,1,366800,275100,366800.0,75.0
Citizens Bank,Elizabethton,TN,172,MAINE DISTRICT OFFICE,1,366400,274800,366400.0,75.0
American Momentum Bank,College Station,TX,563,WISCONSIN DISTRICT OFFICE,1,366000,274500,366000.0,75.0
Byline Bank,Chicago,IL,1086,PORTLAND DISTRICT OFFICE,1,366000,274500,366000.0,75.0
First Bank,Mccomb,MS,470,MISSISSIPPI DISTRICT OFFICE,1,365000,273750,365000.0,75.0
"Centerstone SBA Lending, Inc.",Los Angeles,CA,156,CONNECTICUT DISTRICT OFFICE,1,365000,273750,365000.0,75.0
Fifth Third Bank,Cincinnati,OH,299,NEW JERSEY DISTRICT OFFICE,1,364500,273375,364500.0,75.0
Evolve Bank and Trust,West Memphis,AR,101,MASSACHUSETTS DISTRICT OFFICE,1,364000,273000,364000.0,75.0
Heartland Bank and Trust Company,Bloomington,IL,507,ILLINOIS DISTRICT OFFICE,1,364000,273000,364000.0,75.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,457,KENTUCKY DISTRICT OFFICE,1,362800,272100,362800.0,75.0
North State Bank,Raleigh,NC,172,MAINE DISTRICT OFFICE,1,362000,271500,362000.0,75.0
First Internet Bank of Indiana,Fishers,IN,942,FRESNO DISTRICT OFFICE,1,362000,271500,362000.0,75.0
Colony Bank,Fitzgerald,GA,296,BUFFALO DISTRICT OFFICE,3,360800,306680,120266.67,85.0
BLC Community Bank,Little Chute,WI,563,WISCONSIN DISTRICT OFFICE,1,360000,270000,360000.0,75.0
Evolve Bank and Trust,West Memphis,AR,768,ST. LOUIS DISTRICT OFFICE,1,360000,270000,360000.0,75.0
City National Bank of Florida,Miami,FL,563,WISCONSIN DISTRICT OFFICE,2,360000,280000,180000.0,77.78
American National Bank,Omaha,NE,563,WISCONSIN DISTRICT OFFICE,1,360000,180000,360000.0,50.0
Cornerstone Bank,York,NE,766,NEBRASKA DISTRICT OFFICE,1,360000,270000,360000.0,75.0
"Newtek Bank, National Association",Miami,FL,875,NORTH DAKOTA DISTRICT OFFICE,2,360000,267500,180000.0,74.31
Hiawatha National Bank,Hager City,WI,709,KANSAS CITY DISTRICT OFFICE,1,360000,180000,360000.0,50.0
"Centerstone SBA Lending, Inc.",Los Angeles,CA,944,NEVADA DISTRICT OFFICE,1,360000,270000,360000.0,75.0
Five Star Bank,Rancho Cordova,CA,515,MICHIGAN DISTRICT OFFICE,1,360000,270000,360000.0,75.0
Old National Bank,Evansville,IN,883,UTAH DISTRICT OFFICE,1,360000,270000,360000.0,75.0
City National Bank,Los Angeles,CA,1086,PORTLAND DISTRICT OFFICE,1,360000,270000,360000.0,75.0
Citizens Alliance Bank,Clara City,MN,508,MINNESOTA DISTRICT OFFICE,1,360000,180000,360000.0,50.0
Security Savings Bank,Canton,SD,508,MINNESOTA DISTRICT OFFICE,2,359000,179500,179500.0,50.0
Pinnacle Bank,Nashville,TN,709,KANSAS CITY DISTRICT OFFICE,1,357400,268050,357400.0,75.0
Bell Bank,Fargo,ND,563,WISCONSIN DISTRICT OFFICE,2,356200,229650,178100.0,64.47
Primis Bank,Tappahannock,VA,353,WASHINGTON DISTRICT OFFICE,1,356000,178000,356000.0,50.0
Craft Bank,Atlanta,GA,455,SOUTH FLORIDA DISTRICT OFFICE,1,355500,266625,355500.0,75.0
Customers Bank,Malvern,PA,912,SAN FRANCISCO DISTRICT OFFICE,1,355500,266625,355500.0,75.0
First Hawaiian Bank,Honolulu,HI,951,HAWAII DISTRICT OFFICE,3,355000,195000,118333.33,54.93
Metro City Bank,Doraville,GA,680,OKLAHOMA DISTRICT OFFICE,1,355000,266250,355000.0,75.0
Intracoastal Bank,Palm Coast,FL,491,NORTH FLORIDA DISTRICT OFFICE,1,355000,266250,355000.0,75.0
The Huntington National Bank,Columbus,OH,639,LOWER RIO GRANDE VALLEY DISTRICT OFFICE,2,354500,255875,177250.0,72.18
"Zions Bank, A Division of",Salt Lake City,UT,1013,SEATTLE DISTRICT OFFICE,2,353500,262625,176750.0,74.29
"INTRUST Bank, National Association",Wichita,KS,709,KANSAS CITY DISTRICT OFFICE,3,351000,219600,117000.0,62.56
"Bank of America, National Association",Charlotte,NC,1087,BOISE DISTRICT OFFICE,1,351000,175500,351000.0,50.0
"Welch State Bank of Welch, Okla.",Welch,OK,680,OKLAHOMA DISTRICT OFFICE,2,350300,175150,175150.0,50.0
Five Star Bank,Rancho Cordova,CA,101,MASSACHUSETTS DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Texas Capital Bank,Dallas,TX,1086,PORTLAND DISTRICT OFFICE,1,350000,175000,350000.0,50.0
Cadence Bank,Tupelo,MS,875,NORTH DAKOTA DISTRICT OFFICE,1,350000,262500,350000.0,75.0
ConnectOne Bank,Englewood Cliffs,NJ,304,RICHMOND DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Nebraska Bank of Commerce,Lincoln,NE,766,NEBRASKA DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Black Business Investment Fund Inc.,Orlando,FL,455,SOUTH FLORIDA DISTRICT OFFICE,1,350000,262500,350000.0,75.0
"JPMorgan Chase Bank, National Association",Columbus,OH,459,ALABAMA DISTRICT OFFICE,1,350000,175000,350000.0,50.0
CDC Small Business Finance Corporation,San Diego,CA,678,LUBBOCK DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Five Star Bank,Rancho Cordova,CA,593,COLUMBUS DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Southern Bancorp Bank,Arkadelphia,AR,474,TENNESSEE DISTRICT OFFICE,1,350000,262500,350000.0,75.0
"JPMorgan Chase Bank, National Association",Columbus,OH,951,HAWAII DISTRICT OFFICE,1,350000,175000,350000.0,50.0
FinWise Bank,Sandy,UT,515,MICHIGAN DISTRICT OFFICE,1,350000,262500,350000.0,75.0
CommerceWest Bank,Irvine,CA,914,LOS ANGELES DISTRICT OFFICE,2,350000,175000,175000.0,50.0
Genisys CU,Auburn Hills,MI,610,DALLAS / FT WORTH DISTRICT OFFICE,1,350000,262500,350000.0,75.0
"Metro Community Development, Inc.",Flint,MI,515,MICHIGAN DISTRICT OFFICE,1,350000,262500,350000.0,75.0
The Halstead Bank,Halstead,KS,767,WICHITA DISTRICT OFFICE,1,350000,262500,350000.0,75.0
West Town Bank & Trust,North Riverside,IL,101,MASSACHUSETTS DISTRICT OFFICE,2,350000,277500,175000.0,79.29
"Valley Economic Development Partners, Inc.",Youngstown,OH,358,PITTSBURGH DISTRICT OFFICE,1,350000,262500,350000.0,75.0
"AMPAC Tri-State CDC, Inc.",Ontario,CA,405,GEORGIA DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Pathward National Association,Sioux Falls,SD,299,NEW JERSEY DISTRICT OFFICE,1,350000,262500,350000.0,75.0
FinWise Bank,Sandy,UT,681,SAN ANTONIO DISTRICT OFFICE,1,350000,262500,350000.0,75.0
FinWise Bank,Sandy,UT,768,ST. LOUIS DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Commerce Bank,Kansas City,MO,405,GEORGIA DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Pathward National Association,Sioux Falls,SD,515,MICHIGAN DISTRICT OFFICE,1,350000,262500,350000.0,75.0
"AMPAC Tri-State CDC, Inc.",Ontario,CA,931,SACRAMENTO DISTRICT OFFICE,1,350000,262500,350000.0,75.0
First Savings Bank,Beresford,SD,944,NEVADA DISTRICT OFFICE,1,350000,175000,350000.0,50.0
"INB, National Association",Springfield,IL,507,ILLINOIS DISTRICT OFFICE,2,350000,225000,175000.0,64.29
First Savings Bank,Jeffersonville,IN,358,PITTSBURGH DISTRICT OFFICE,1,350000,262500,350000.0,75.0
"CRF Small Business Loan Company, LLC",Minneapolis,MN,299,NEW JERSEY DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Hanover Community Bank,Mineola,NY,897,WYOMING DISTRICT OFFICE,1,350000,262500,350000.0,75.0
"The Commercial and Savings Bank of Millersburg, Ohio",Millersburg,OH,549,CLEVELAND DISTRICT OFFICE,1,350000,262500,350000.0,75.0
CDC Small Business Finance Corporation,San Diego,CA,766,NEBRASKA DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Exchange Bank,Santa Rosa,CA,914,LOS ANGELES DISTRICT OFFICE,1,350000,175000,350000.0,50.0
Frontier Bank of Texas,Elgin,TX,671,HOUSTON DISTRICT OFFICE,1,350000,175000,350000.0,50.0
Bankwell Bank,New Canaan,CT,678,LUBBOCK DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Reliance Savings Bank,Altoona,PA,358,PITTSBURGH DISTRICT OFFICE,1,350000,262500,350000.0,75.0
California Statewide Certified Development Corporation,Davis,CA,944,NEVADA DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Campbell County Bank,Herreid,SD,876,SOUTH DAKOTA DISTRICT OFFICE,1,350000,262500,350000.0,75.0
First Savings Bank,Jeffersonville,IN,912,SAN FRANCISCO DISTRICT OFFICE,1,350000,262500,350000.0,75.0
"United Midwest Savings Bank, National Association",De Graff,OH,677,EL PASO DISTRICT OFFICE,2,350000,277500,175000.0,79.29
First Chatham Bank,Savannah,GA,1013,SEATTLE DISTRICT OFFICE,1,350000,262500,350000.0,75.0
Woodlands National Bank,Hinckley,MN,508,MINNESOTA DISTRICT OFFICE,1,350000,175000,350000.0,50.0
Home Bank of California,San Diego,CA,920,SANTA ANA DISTRICT OFFICE,1,348500,261375,348500.0,75.0
GBank,Las Vegas,NV,988,ARIZONA DISTRICT OFFICE,1,348500,261375,348500.0,75.0
The Middlefield Banking Company,Middlefield,OH,549,CLEVELAND DISTRICT OFFICE,1,347400,173700,347400.0,50.0
"NBT Bank, National Association",Norwich,NY,189,NEW HAMPSHIRE DISTRICT OFFICE,3,347000,267200,115666.67,77.0
The Bancorp Bank National Association,Sioux Falls,SD,341,DELAWARE DISTRICT OFFICE,1,345600,259200,345600.0,75.0
Centennial Bank,Conway,AR,669,ARKANSAS DISTRICT OFFICE,1,345000,258750,345000.0,75.0
First State Bank of Forsyth,Forsyth,MT,885,MONTANA DISTRICT OFFICE,1,345000,258750,345000.0,75.0
Bank OZK,Little Rock,AR,491,NORTH FLORIDA DISTRICT OFFICE,1,343500,257625,343500.0,75.0
Newport News Shipbuilding Empl CU Inc d/b/a BayPort CU,Newport News,VA,304,RICHMOND DISTRICT OFFICE,3,343000,171500,114333.33,50.0
"Colonial Savings, F.A.",Fort Worth,TX,610,DALLAS / FT WORTH DISTRICT OFFICE,2,341400,237300,170700.0,69.51
Centennial Bank,Conway,AR,678,LUBBOCK DISTRICT OFFICE,1,341100,255825,341100.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,679,LOUISIANA DISTRICT OFFICE,3,340200,289170,113400.0,85.0
"Golden Bank, National Association",Houston,TX,671,HOUSTON DISTRICT OFFICE,1,340000,255000,340000.0,75.0
Commonwealth Business Bank,Los Angeles,CA,671,HOUSTON DISTRICT OFFICE,1,340000,255000,340000.0,75.0
"PNC Bank, National Association",Wilmington,DE,459,ALABAMA DISTRICT OFFICE,8,340000,170000,42500.0,50.0
Justine Petersen Housing & Reinvestment Corporation,St. Louis,MO,768,ST. LOUIS DISTRICT OFFICE,3,340000,289000,113333.33,85.0
Fox Communities CU,Appleton,WI,563,WISCONSIN DISTRICT OFFICE,1,340000,170000,340000.0,50.0
Excelsior Growth Fund is the CDFI affilitiate of NYBDC Local,Albany,NY,358,PITTSBURGH DISTRICT OFFICE,1,340000,255000,340000.0,75.0
"VelocitySBA, LLC",Costa Mesa,CA,954,SAN DIEGO DISTRICT OFFICE,1,338000,253500,338000.0,75.0
Midwest Regional Bank,Festus,MO,507,ILLINOIS DISTRICT OFFICE,1,337000,252750,337000.0,75.0
Hanmi Bank,Los Angeles,CA,460,NORTH CAROLINA DISTRICT OFFICE,1,337000,252750,337000.0,75.0
Cathay Bank,Los Angeles,CA,920,SANTA ANA DISTRICT OFFICE,1,336000,252000,336000.0,75.0
CDC Small Business Finance Corporation,San Diego,CA,491,NORTH FLORIDA DISTRICT OFFICE,3,335000,284750,111666.67,85.0
Somerset Regal Bank,Bound Brook,NJ,299,NEW JERSEY DISTRICT OFFICE,1,335000,251250,335000.0,75.0
Renasant Bank,Tupelo,MS,491,NORTH FLORIDA DISTRICT OFFICE,1,334800,251100,334800.0,75.0
Community National Bank,Seneca,KS,709,KANSAS CITY DISTRICT OFFICE,1,333000,249750,333000.0,75.0
Pathward National Association,Sioux Falls,SD,358,PITTSBURGH DISTRICT OFFICE,1,332000,249000,332000.0,75.0
Hanmi Bank,Los Angeles,CA,954,SAN DIEGO DISTRICT OFFICE,2,330000,260500,165000.0,78.94
Five Star Bank,Rancho Cordova,CA,341,DELAWARE DISTRICT OFFICE,1,330000,247500,330000.0,75.0
Arrowhead Central CU,Rancho Cucamonga,CA,920,SANTA ANA DISTRICT OFFICE,3,330000,262500,110000.0,79.55
"VelocitySBA, LLC",Costa Mesa,CA,460,NORTH CAROLINA DISTRICT OFFICE,1,329800,247350,329800.0,75.0
Traditions Bank,York,PA,303,PHILADELPHIA DISTRICT OFFICE,1,329300,246975,329300.0,75.0
Falcon National Bank,Foley,MN,491,NORTH FLORIDA DISTRICT OFFICE,1,329000,246750,329000.0,75.0
CIBM Bank,Champaign,IL,470,MISSISSIPPI DISTRICT OFFICE,1,328500,246375,328500.0,75.0
Northern Great Lakes Initiatives,Marquette,MI,515,MICHIGAN DISTRICT OFFICE,1,328200,246150,328200.0,75.0
The National Bank of Indianapolis,Indianapolis,IN,562,INDIANA DISTRICT OFFICE,1,327000,163500,327000.0,50.0
The National Bank of Adams County of West Union,West Union,OH,593,COLUMBUS DISTRICT OFFICE,1,326500,244875,326500.0,75.0
Colony Bank,Fitzgerald,GA,459,ALABAMA DISTRICT OFFICE,3,326000,277100,108666.67,85.0
Stearns Bank National Association,Saint Cloud,MN,677,EL PASO DISTRICT OFFICE,1,325000,243750,325000.0,75.0
The First National Bank of Henning,Ottertail,MN,508,MINNESOTA DISTRICT OFFICE,2,325000,162500,162500.0,50.0
Truist Bank,Charlotte,NC,464,SOUTH CAROLINA DISTRICT OFFICE,1,325000,243750,325000.0,75.0
Ciera Bank,Graham,TX,610,DALLAS / FT WORTH DISTRICT OFFICE,1,325000,243750,325000.0,75.0
Exos Small Business Lending LLC,New York,NY,639,LOWER RIO GRANDE VALLEY DISTRICT OFFICE,1,325000,243750,325000.0,75.0
City National Bank of Florida,Miami,FL,709,KANSAS CITY DISTRICT OFFICE,1,325000,243750,325000.0,75.0
Capital CU,Bismarck,ND,875,NORTH DAKOTA DISTRICT OFFICE,4,324000,162000,81000.0,50.0
Veritex Community Bank,Dallas,TX,931,SACRAMENTO DISTRICT OFFICE,1,323200,242400,323200.0,75.0
Veritex Community Bank,Dallas,TX,944,NEVADA DISTRICT OFFICE,1,323000,242250,323000.0,75.0
The Park National Bank,Newark,OH,549,CLEVELAND DISTRICT OFFICE,2,322400,236800,161200.0,73.45
Saco & Biddeford Savings Institution,Saco,ME,172,MAINE DISTRICT OFFICE,2,321000,160500,160500.0,50.0
Pinnacle Bank,Nashville,TN,353,WASHINGTON DISTRICT OFFICE,1,321000,240750,321000.0,75.0
PromiseOne Bank,Duluth,GA,353,WASHINGTON DISTRICT OFFICE,1,320000,240000,320000.0,75.0
The Farmers & Merchants State Bank,Archbold,OH,515,MICHIGAN DISTRICT OFFICE,1,320000,240000,320000.0,75.0
Citizens First Bank,Clinton,IA,507,ILLINOIS DISTRICT OFFICE,1,320000,240000,320000.0,75.0
The Peoples Community Bank,Mazomanie,WI,563,WISCONSIN DISTRICT OFFICE,3,320000,219500,106666.67,68.59
Meadows Bank,Las Vegas,NV,455,SOUTH FLORIDA DISTRICT OFFICE,1,319000,239250,319000.0,75.0
Bank Iowa,West Des Moines,IA,761,DES MOINES DISTRICT OFFICE,6,318600,204875,53100.0,64.3
Citizens Bank,Elizabethton,TN,390,WEST VIRGINIA DISTRICT OFFICE,1,315900,236925,315900.0,75.0
Meadows Bank,Las Vegas,NV,680,OKLAHOMA DISTRICT OFFICE,1,315500,236625,315500.0,75.0
Northwest Side Community Development Corporation,Milwaukee,WI,563,WISCONSIN DISTRICT OFFICE,1,315000,236250,315000.0,75.0
"Northwestern Bank, National Association",Dilworth,MN,508,MINNESOTA DISTRICT OFFICE,4,315000,157500,78750.0,50.0
Cadence Bank,Tupelo,MS,766,NEBRASKA DISTRICT OFFICE,2,315000,251250,157500.0,79.76
"U.S. Bank, National Association",Cincinnati,OH,459,ALABAMA DISTRICT OFFICE,1,314500,235875,314500.0,75.0
"Harvest Small Business Finance, LLC",Laguna Hills,CA,470,MISSISSIPPI DISTRICT OFFICE,1,314500,235875,314500.0,75.0
Mid-Missouri Bank,Springfield,MO,709,KANSAS CITY DISTRICT OFFICE,2,313000,156500,156500.0,50.0
North Country FCU,South Burlington,VT,150,VERMONT DISTRICT OFFICE,5,312800,156400,62560.0,50.0
First Children's Finance,Minneapolis,MN,508,MINNESOTA DISTRICT OFFICE,5,312500,265625,62500.0,85.0
Peoples Bank,Mendenhall,MS,562,INDIANA DISTRICT OFFICE,4,312400,237932,78100.0,76.16
First Savings Bank,Beresford,SD,680,OKLAHOMA DISTRICT OFFICE,1,312000,156000,312000.0,50.0
