lender,lender_city,lender_state,project_state,project_county,approved_loans,approved_dollars,approved_sba_guaranty_dollars,avg_loan_size,guaranty_rate_pct
Shinhan Bank America,New York,NY,CA,SAN BERNARDINO,1,500000,375000.0,500000.0,75.0
Bank of Hope,Los Angeles,CA,WI,MILWAUKEE,1,500000,375000.0,500000.0,75.0
Banner Bank,Walla Walla,WA,CA,STANISLAUS,1,500000,375000.0,500000.0,75.0
First Commonwealth Bank,Indiana,PA,OH,STARK,1,500000,375000.0,500000.0,75.0
Hawthorn Bank,Jefferson City,MO,MO,CASS,3,500000,250000.0,166666.67,50.0
"Lendistry SBLC, LLC",Los Angeles,CA,TX,COMAL,1,500000,375000.0,500000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,TX,LEE,1,500000,375000.0,500000.0,75.0
Veritex Community Bank,Dallas,TX,TN,WILLIAMSON,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,MO,LINCOLN,1,500000,375000.0,500000.0,75.0
City National Bank of Florida,Miami,FL,CA,LOS ANGELES,1,500000,375000.0,500000.0,75.0
City National Bank of Florida,Miami,FL,TN,SULLIVAN,1,500000,375000.0,500000.0,75.0
"Newtek Bank, National Association",Miami,FL,TN,SEVIER,1,500000,375000.0,500000.0,75.0
Northeast Bank,Lewiston,ME,OK,CARTER,1,500000,375000.0,500000.0,75.0
Time Bank,Park Ridge,IL,IL,LAKE,1,500000,375000.0,500000.0,75.0
Guaranty Bank,Springfield,MO,MO,CHRISTIAN,1,500000,250000.0,500000.0,50.0
The Bancorp Bank National Association,Sioux Falls,SD,OH,CLERMONT,1,500000,250000.0,500000.0,50.0
Citizens Bank,Elizabethton,TN,NC,ONSLOW,1,500000,375000.0,500000.0,75.0
"Community Banks of Colorado, A Division of",Greenwood Village,CO,NM,VALENCIA,1,500000,250000.0,500000.0,50.0
Gulf Coast Bank and Trust Company,New Orleans,LA,NV,CLARK,1,500000,375000.0,500000.0,75.0
Community Bank of Pickens County,Jasper,GA,GA,CARROLL,1,500000,375000.0,500000.0,75.0
Loyal Trust Bank,Johns Creek,GA,GA,JACKSON,1,500000,375000.0,500000.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,OH,FRANKLIN,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,NY,NIAGARA,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,TN,WILSON,1,500000,375000.0,500000.0,75.0
Bank Five Nine,Oconomowoc,WI,CA,RIVERSIDE,1,500000,375000.0,500000.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,NY,MADISON,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,AZ,NAVAJO,1,500000,375000.0,500000.0,75.0
Wilson & Muir Bank & Trust Company,Bardstown,KY,KY,NELSON,1,500000,375000.0,500000.0,75.0
Northeast Bank,Lewiston,ME,CO,ROUTT,1,500000,375000.0,500000.0,75.0
US Metro Bank,Garden Grove,CA,TX,GRAYSON,1,500000,375000.0,500000.0,75.0
Wallis Bank,Wallis,TX,TX,LAVACA,1,500000,375000.0,500000.0,75.0
Live Oak Banking Company,Wilmington,NC,NH,BELKNAP,1,500000,375000.0,500000.0,75.0
"Newtek Bank, National Association",Miami,FL,NH,GRAFTON,1,500000,375000.0,500000.0,75.0
Plumas Bank,Quincy,CA,CO,BOULDER,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,VA,FALLS CHURCH CITY,1,500000,375000.0,500000.0,75.0
Live Oak Banking Company,Wilmington,NC,KY,JOHNSON,1,500000,375000.0,500000.0,75.0
Woori America Bank,New York,NY,NJ,HUDSON,1,500000,375000.0,500000.0,75.0
Cache Valley Bank,Logan,UT,CA,ORANGE,1,500000,375000.0,500000.0,75.0
"Newtek Bank, National Association",Miami,FL,NJ,PASSAIC,3,500000,337500.0,166666.67,67.5
Platinum Bank,Oakdale,MN,TX,HARRIS,1,500000,375000.0,500000.0,75.0
"Bank of America, National Association",Charlotte,NC,NC,CABARRUS,2,500000,250000.0,250000.0,50.0
Cadence Bank,Tupelo,MS,FL,OKALOOSA,1,500000,375000.0,500000.0,75.0
"Bank of America, National Association",Charlotte,NC,MD,ANNE ARUNDEL,1,500000,250000.0,500000.0,50.0
"Centerstone SBA Lending, Inc.",Los Angeles,CA,DC,DISTRICT OF COLUMBIA,1,500000,375000.0,500000.0,75.0
"JPMorgan Chase Bank, National Association",Columbus,OH,MA,ESSEX,1,500000,250000.0,500000.0,50.0
Live Oak Banking Company,Wilmington,NC,TN,ANDERSON,1,500000,375000.0,500000.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,MT,CASCADE,1,500000,375000.0,500000.0,75.0
"BOKF, National Association",Tulsa,OK,NC,CATAWBA,1,500000,250000.0,500000.0,50.0
"PNC Bank, National Association",Wilmington,DE,NV,WASHOE,1,500000,250000.0,500000.0,50.0
1st Financial Bank USA,Dakota Dunes,SD,GA,FULTON,1,500000,375000.0,500000.0,75.0
"BOKF, National Association",Tulsa,OK,TN,WILLIAMSON,1,500000,250000.0,500000.0,50.0
Exos Small Business Lending LLC,New York,NY,MO,CLAY,1,500000,375000.0,500000.0,75.0
Granite Bank,Cold Spring,MN,GA,DEKALB,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,KY,LINCOLN,1,500000,375000.0,500000.0,75.0
Citizens Bank,Elizabethton,TN,OK,CUSTER,1,500000,375000.0,500000.0,75.0
Citizens Bank,Elizabethton,TN,WA,KING,1,500000,375000.0,500000.0,75.0
Gesa CU,Richland,WA,OR,UMATILLA,1,500000,375000.0,500000.0,75.0
HTLF Bank,Denver,CO,KS,JOHNSON,1,500000,375000.0,500000.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,MI,BENZIE,1,500000,375000.0,500000.0,75.0
Live Oak Banking Company,Wilmington,NC,CO,LA PLATA,1,500000,375000.0,500000.0,75.0
The Bank of Commerce,Idaho Falls,ID,UT,CACHE,1,500000,250000.0,500000.0,50.0
Bell Bank,Fargo,ND,MN,DOUGLAS,1,500000,375000.0,500000.0,75.0
Cadence Bank,Tupelo,MS,NC,ALAMANCE,1,500000,375000.0,500000.0,75.0
Sandy Spring Bank,Olney,MD,VA,LOUDOUN,1,500000,250000.0,500000.0,50.0
"Capital One, National Association",Mclean,VA,FL,HAMILTON,1,500000,250000.0,500000.0,50.0
"Community Banks of Colorado, A Division of",Greenwood Village,CO,TX,DALLAS,1,500000,375000.0,500000.0,75.0
Northeast Bank,Lewiston,ME,MA,ESSEX,4,500000,400000.0,125000.0,80.0
Northeast Bank,Lewiston,ME,PA,ERIE,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,OH,FAYETTE,1,500000,375000.0,500000.0,75.0
First Bank of the Lake,Osage Beach,MO,WI,WAUKESHA,1,500000,375000.0,500000.0,75.0
Open Bank,Los Angeles,CA,OR,LANE,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,MS,LEE,1,500000,375000.0,500000.0,75.0
STAR Financial Bank,Fort Wayne,IN,IN,SHELBY,1,500000,250000.0,500000.0,50.0
The First National Bank in Sioux Falls,Sioux Falls,SD,NE,LANCASTER,1,500000,375000.0,500000.0,75.0
"JPMorgan Chase Bank, National Association",Columbus,OH,FL,LEON,1,500000,250000.0,500000.0,50.0
PlainsCapital Bank,Dallas,TX,TX,PARKER,2,500000,250000.0,250000.0,50.0
Texas Bank,Brownwood,TX,TX,EASTLAND,1,500000,250000.0,500000.0,50.0
West Town Bank & Trust,North Riverside,IL,AZ,MARICOPA,1,500000,375000.0,500000.0,75.0
Dogwood State Bank,Raleigh,NC,FL,MANATEE,1,500000,375000.0,500000.0,75.0
First American Bank,Elk Grove Village,IL,WI,KENOSHA,1,500000,375000.0,500000.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,IL,STEPHENSON,1,500000,375000.0,500000.0,75.0
Academy Bank National Association,Kansas City,MO,KS,LEAVENWORTH,1,500000,250000.0,500000.0,50.0
Byline Bank,Chicago,IL,CA,SAN MATEO,1,500000,375000.0,500000.0,75.0
Byline Bank,Chicago,IL,WY,ALBANY,1,500000,375000.0,500000.0,75.0
Cadence Bank,Tupelo,MS,NC,ROBESON,1,500000,375000.0,500000.0,75.0
Citizens Bank,Elizabethton,TN,VA,JAMES CITY,1,500000,375000.0,500000.0,75.0
"Libertyville Bank & Trust Company, National Association",Libertyville,IL,IN,LAKE,1,500000,375000.0,500000.0,75.0
Enterprise Bank & Trust,Clayton,MO,MO,PLATTE,1,500000,375000.0,500000.0,75.0
First National Bank of Michigan,Kalamazoo,MI,MI,SHIAWASSEE,1,500000,375000.0,500000.0,75.0
Magnifi Financial CU,Melrose,MN,GA,CATOOSA,1,500000,375000.0,500000.0,75.0
"Newtek Bank, National Association",Miami,FL,VA,ORANGE,1,500000,375000.0,500000.0,75.0
Cadence Bank,Tupelo,MS,CO,BROOMFIELD,1,500000,375000.0,500000.0,75.0
Citizens Bank,Elizabethton,TN,NM,BERNALILLO,1,500000,375000.0,500000.0,75.0
Farmers & Merchants Bank of Long Beach,Long Beach,CA,CA,ORANGE,1,500000,375000.0,500000.0,75.0
Peoples Security Bank and Trust Company,Scranton,PA,PA,ALLEGHENY,1,500000,250000.0,500000.0,50.0
"SouthState Bank, National Association",Winter Haven,FL,GA,CARROLL,1,500000,375000.0,500000.0,75.0
Live Oak Banking Company,Wilmington,NC,CA,SANTA BARBARA,1,500000,375000.0,500000.0,75.0
Bank Five Nine,Oconomowoc,WI,TN,RUTHERFORD,1,500000,375000.0,500000.0,75.0
First Oklahoma Bank,Jenks,OK,OK,ROGERS,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,WA,SKAGIT,1,500000,375000.0,500000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,SC,PICKENS,1,500000,375000.0,500000.0,75.0
"St. Charles Bank & Trust Company, National Association",Saint Charles,IL,WI,ROCK,1,500000,250000.0,500000.0,50.0
"Village Bank and Trust, National Association",Arlington Heights,IL,CA,SAN BERNARDINO,1,500000,375000.0,500000.0,75.0
Woori America Bank,New York,NY,IL,WILL,1,500000,250000.0,500000.0,50.0
Citizens Bank,Elizabethton,TN,VA,STAFFORD,1,500000,375000.0,500000.0,75.0
First Bank of the Lake,Osage Beach,MO,NJ,BURLINGTON,1,500000,375000.0,500000.0,75.0
Hiawatha National Bank,Hager City,WI,MN,MORRISON,1,500000,375000.0,500000.0,75.0
Lighthouse Federal Credit Union,Portsmouth,NH,NH,ROCKINGHAM,1,500000,250000.0,500000.0,50.0
Navigant CU,Smithfield,RI,MA,NORFOLK,1,500000,250000.0,500000.0,50.0
Choice Financial Group,Fargo,ND,MN,RICE,1,500000,375000.0,500000.0,75.0
"Citizens Bank, National Association",Providence,RI,PA,BUCKS,1,500000,250000.0,500000.0,50.0
First-Citizens Bank & Trust Company,Raleigh,NC,TX,BRAZORIA,1,500000,375000.0,500000.0,75.0
GBank,Las Vegas,NV,CA,ORANGE,1,500000,375000.0,500000.0,75.0
First Oklahoma Bank,Jenks,OK,FL,MARTIN,1,500000,375000.0,500000.0,75.0
Southwestern National Bank,Houston,TX,HI,HONOLULU,1,500000,375000.0,500000.0,75.0
Wallis Bank,Wallis,TX,AZ,MARICOPA,1,500000,375000.0,500000.0,75.0
Berkshire Bank,Pittsfield,MA,MA,MIDDLESEX,1,500000,250000.0,500000.0,50.0
Cadence Bank,Tupelo,MS,NY,ONONDAGA,1,500000,375000.0,500000.0,75.0
Citizens Bank,Elizabethton,TN,NJ,MERCER,1,500000,375000.0,500000.0,75.0
"PNC Bank, National Association",Wilmington,DE,MI,LIVINGSTON,3,500000,250000.0,166666.67,50.0
First Chatham Bank,Savannah,GA,IL,DUPAGE,1,500000,375000.0,500000.0,75.0
BayFirst National Bank,Saint Petersburg,FL,FL,MONROE,1,500000,375000.0,500000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,GA,WALTON,1,500000,375000.0,500000.0,75.0
"Citizens Bank, National Association",Providence,RI,NY,ROCKLAND,1,500000,250000.0,500000.0,50.0
FinWise Bank,Sandy,UT,NJ,MONMOUTH,2,500000,390000.0,250000.0,78.0
First Commercial Bank (USA),Alhambra,CA,CA,SAN BERNARDINO,1,500000,250000.0,500000.0,50.0
Old National Bank,Evansville,IN,FL,VOLUSIA,1,500000,375000.0,500000.0,75.0
Premier Bank,Youngstown,OH,OH,LAKE,2,500000,250000.0,250000.0,50.0
Fortifi Bank,Berlin,WI,WI,WINNEBAGO,2,500000,362500.0,250000.0,72.5
Northeast Bank,Lewiston,ME,TN,HAMBLEN,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,PA,DAUPHIN,1,500000,375000.0,500000.0,75.0
West Town Bank & Trust,North Riverside,IL,TN,KNOX,1,500000,375000.0,500000.0,75.0
22nd State Bank,Louisville,AL,GA,PUTNAM,1,500000,375000.0,500000.0,75.0
Bank of Hope,Los Angeles,CA,GA,CHATHAM,1,500000,375000.0,500000.0,75.0
"PNC Bank, National Association",Wilmington,DE,NM,BERNALILLO,1,500000,250000.0,500000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,KY,CALDWELL,1,500000,375000.0,500000.0,75.0
FFB Bank,Fresno,CA,FL,PASCO,1,500000,375000.0,500000.0,75.0
Summit State Bank,Santa Rosa,CA,CA,BUTTE,1,500000,375000.0,500000.0,75.0
Mountain View Bank of Commerce,Westminster,CO,CO,DENVER,1,500000,250000.0,500000.0,50.0
ConnectOne Bank,Englewood Cliffs,NJ,NY,DUTCHESS,1,500000,250000.0,500000.0,50.0
"Newtek Bank, National Association",Miami,FL,MO,CAPE GIRARDEAU,1,500000,375000.0,500000.0,75.0
"Newtek Bank, National Association",Miami,FL,TX,RANDALL,1,500000,375000.0,500000.0,75.0
"Newtek Bank, National Association",Miami,FL,VA,BEDFORD,1,500000,375000.0,500000.0,75.0
Truliant FCU,Winston Salem,NC,NV,CLARK,1,500000,375000.0,500000.0,75.0
City State Bank,Norwalk,IA,IA,DALLAS,2,500000,362500.0,250000.0,72.5
Live Oak Banking Company,Wilmington,NC,NY,DUTCHESS,1,500000,250000.0,500000.0,50.0
Fifth Third Bank,Cincinnati,OH,IL,LAKE,1,500000,250000.0,500000.0,50.0
Woodsville Guaranty Savings Bank,Woodsville,NH,NH,BELKNAP,1,500000,250000.0,500000.0,50.0
First U.S. Community CU,Sacramento,CA,CA,EL DORADO,1,500000,375000.0,500000.0,75.0
"First Western SBLC, Inc",Dallas,TX,AL,CALHOUN,1,500000,375000.0,500000.0,75.0
Five Star Bank,Rancho Cordova,CA,SC,HORRY,1,500000,375000.0,500000.0,75.0
"Harvest Small Business Finance, LLC",Laguna Hills,CA,TX,BEXAR,1,500000,375000.0,500000.0,75.0
"Citizens Bank, National Association",Providence,RI,OH,SUMMIT,1,500000,250000.0,500000.0,50.0
FinWise Bank,Sandy,UT,GA,GWINNETT,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,TN,POLK,1,500000,375000.0,500000.0,75.0
Citizens Bank,Elizabethton,TN,NH,GRAFTON,1,500000,375000.0,500000.0,75.0
"Newtek Bank, National Association",Miami,FL,IA,MAHASKA,1,500000,375000.0,500000.0,75.0
FinWise Bank,Sandy,UT,NC,RANDOLPH,1,500000,375000.0,500000.0,75.0
Simmons Bank,Pine Bluff,AR,TX,DALLAS,1,500000,375000.0,500000.0,75.0
"Sterling Federal Bank, F.S.B.",Sterling,IL,IL,DUPAGE,1,500000,375000.0,500000.0,75.0
United Community Bank,Greenville,SC,WA,FRANKLIN,1,500000,375000.0,500000.0,75.0
"Clear Mountain Bank, Inc.",Bruceton Mills,WV,WV,KANAWHA,1,500000,250000.0,500000.0,50.0
"Newtek Bank, National Association",Miami,FL,LA,LAFOURCHE,1,500000,375000.0,500000.0,75.0
"Libertyville Bank & Trust Company, National Association",Libertyville,IL,WI,RACINE,1,500000,375000.0,500000.0,75.0
Live Oak Banking Company,Wilmington,NC,ID,CANYON,1,500000,375000.0,500000.0,75.0
Live Oak Banking Company,Wilmington,NC,TN,SUMNER,1,500000,375000.0,500000.0,75.0
West Town Bank & Trust,North Riverside,IL,NY,KINGS,1,500000,375000.0,500000.0,75.0
HomeTrust Bank,Asheville,NC,SC,RICHLAND,1,500000,375000.0,500000.0,75.0
Live Oak Banking Company,Wilmington,NC,MD,CALVERT,2,500000,300000.0,250000.0,60.0
Coulee Bank,La Crosse,WI,WI,LA CROSSE,1,500000,375000.0,500000.0,75.0
Firstrust Savings Bank,Conshohocken,PA,NJ,BERGEN,1,500000,375000.0,500000.0,75.0
"Newtek Bank, National Association",Miami,FL,OH,LORAIN,2,500000,390000.0,250000.0,78.0
"SouthState Bank, National Association",Winter Haven,FL,TX,BELL,1,500000,375000.0,500000.0,75.0
Cadence Bank,Tupelo,MS,FL,PASCO,1,500000,375000.0,500000.0,75.0
Citizens Bank,Elizabethton,TN,CA,KINGS,1,500000,375000.0,500000.0,75.0
"United Midwest Savings Bank, National Association",De Graff,OH,TX,PARKER,2,500000,390000.0,250000.0,78.0
Cache Valley Bank,Logan,UT,SD,PENNINGTON,1,500000,375000.0,500000.0,75.0
"United Midwest Savings Bank, National Association",De Graff,OH,OK,OKLAHOMA,3,500000,405000.0,166666.67,81.0
Arvest Bank,Fayetteville,AR,AR,GARLAND,1,500000,250000.0,500000.0,50.0
Excelsior Growth Fund is the CDFI affilitiate of NYBDC Local,Albany,NY,NJ,CAMDEN,2,500000,390000.0,250000.0,78.0
Peoples Bank,Mendenhall,MS,TX,GILLESPIE,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,NV,DOUGLAS,1,500000,375000.0,500000.0,75.0
"Capital One, National Association",Mclean,VA,VA,ARLINGTON,1,500000,250000.0,500000.0,50.0
First Commonwealth Bank,Indiana,PA,TN,RUTHERFORD,1,500000,375000.0,500000.0,75.0
Northeast Bank,Lewiston,ME,MN,WRIGHT,1,500000,375000.0,500000.0,75.0
Pinnacle Bank,Nashville,TN,GA,CHEROKEE,1,500000,375000.0,500000.0,75.0
Truliant FCU,Winston Salem,NC,FL,SARASOTA,1,500000,375000.0,500000.0,75.0
b1BANK,Baton Rouge,LA,TX,COLLIN,1,500000,375000.0,500000.0,75.0
"Newtek Bank, National Association",Miami,FL,NY,CATTARAUGUS,1,500000,375000.0,500000.0,75.0
Time Bank,Park Ridge,IL,TX,LUBBOCK,1,500000,250000.0,500000.0,50.0
Cadence Bank,Tupelo,MS,MS,PEARL RIVER,1,500000,375000.0,500000.0,75.0
EntreBank,Bloomington,MN,MN,DAKOTA,1,500000,250000.0,500000.0,50.0
West Town Bank & Trust,North Riverside,IL,VA,NORFOLK CITY,1,500000,375000.0,500000.0,75.0
BayFirst National Bank,Saint Petersburg,FL,OK,WAGONER,2,500000,390000.0,250000.0,78.0
Citizens Bank,Elizabethton,TN,ID,ADA,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,IN,SCOTT,1,500000,375000.0,500000.0,75.0
Banco Popular de Puerto Rico,San Juan,PR,PR,NARANJITO,1,500000,250000.0,500000.0,50.0
"Bank of America, National Association",Charlotte,NC,NC,CARTERET,2,500000,250000.0,250000.0,50.0
Northeast Bank,Lewiston,ME,NY,CHENANGO,1,500000,375000.0,500000.0,75.0
Millennium Bank,Des Plaines,IL,IL,DUPAGE,1,500000,375000.0,500000.0,75.0
Rockland Trust Company,Rockland,MA,CT,SOUTHEASTERN CT,2,500000,375000.0,250000.0,75.0
The Huntington National Bank,Columbus,OH,CO,PUEBLO,2,500000,368750.0,250000.0,73.75
United Community Bank,Greenville,SC,FL,ORANGE,1,500000,250000.0,500000.0,50.0
Univest Bank and Trust Co,Souderton,PA,MD,MONTGOMERY,1,500000,375000.0,500000.0,75.0
FinWise Bank,Sandy,UT,NJ,PASSAIC,1,500000,450000.0,500000.0,90.0
"Readycap Lending, LLC",Berkeley Heights,NJ,MN,DAKOTA,2,500000,380000.0,250000.0,76.0
Sandy Spring Bank,Olney,MD,NJ,MIDDLESEX,1,500000,375000.0,500000.0,75.0
Bank of Hope,Los Angeles,CA,TX,WEBB,1,500000,375000.0,500000.0,75.0
City National Bank of Florida,Miami,FL,TX,DENTON,1,500000,375000.0,500000.0,75.0
Northeast Bank,Lewiston,ME,TN,MADISON,1,500000,375000.0,500000.0,75.0
Southwestern National Bank,Houston,TX,TX,DENTON,1,500000,375000.0,500000.0,75.0
Citizens Bank,Elizabethton,TN,GA,FAYETTE,1,500000,375000.0,500000.0,75.0
The First Bank and Trust Company,Lebanon,VA,VA,AMHERST,1,500000,250000.0,500000.0,50.0
"Bank of America, National Association",Charlotte,NC,GA,TROUP,1,500000,250000.0,500000.0,50.0
Live Oak Banking Company,Wilmington,NC,TX,KERR,1,500000,375000.0,500000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,VA,ROANOKE,1,500000,375000.0,500000.0,75.0
Fifth Third Bank,Cincinnati,OH,AL,JEFFERSON,1,500000,375000.0,500000.0,75.0
"Harvest Small Business Finance, LLC",Laguna Hills,CA,VA,PORTSMOUTH CITY,1,500000,375000.0,500000.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,SC,ANDERSON,1,500000,375000.0,500000.0,75.0
United Community Bank,Greenville,SC,PA,MONTGOMERY,1,500000,375000.0,500000.0,75.0
Cadence Bank,Tupelo,MS,WA,GRANT,1,500000,375000.0,500000.0,75.0
New Carlisle Federal Savings Bank,New Carlisle,OH,OH,DELAWARE,1,500000,250000.0,500000.0,50.0
"Newtek Bank, National Association",Miami,FL,WA,COWLITZ,1,500000,375000.0,500000.0,75.0
"Capital One, National Association",Mclean,VA,FL,HILLSBOROUGH,1,500000,250000.0,500000.0,50.0
Cadence Bank,Tupelo,MS,MI,MONROE,1,500000,375000.0,500000.0,75.0
Inova FCU,Elkhart,IN,IN,ELKHART,1,500000,375000.0,500000.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,WA,BENTON,1,500000,375000.0,500000.0,75.0
Live Oak Banking Company,Wilmington,NC,NJ,SUSSEX,1,500000,250000.0,500000.0,50.0
BankNewport,Newport,RI,MA,NORFOLK,1,500000,250000.0,500000.0,50.0
Telhio Credit Union Inc,Columbus,OH,OH,LUCAS,1,500000,250000.0,500000.0,50.0
Webster Bank National Association,Waterbury,CT,NJ,SOMERSET,1,500000,250000.0,500000.0,50.0
Mechanics & Farmers Bank,Durham,NC,NC,WILSON,1,500000,375000.0,500000.0,75.0
Savings Bank of Danbury,Danbury,CT,CT,NAUGATUCK VLY,1,500000,250000.0,500000.0,50.0
Exos Small Business Lending LLC,New York,NY,GA,COBB,1,500000,375000.0,500000.0,75.0
"JPMorgan Chase Bank, National Association",Columbus,OH,NJ,GLOUCESTER,1,500000,250000.0,500000.0,50.0
Mountain America FCU,Sandy,UT,AZ,COCONINO,3,500000,377750.0,166666.67,75.55
Northwest Bank,Warren,PA,MA,NORFOLK,2,500000,362500.0,250000.0,72.5
Stearns Bank National Association,Saint Cloud,MN,TX,BEXAR,1,500000,375000.0,500000.0,75.0
Union Bank and Trust Company,Lincoln,NE,NE,SEWARD,1,500000,375000.0,500000.0,75.0
Cadence Bank,Tupelo,MS,OR,CLATSOP,1,500000,375000.0,500000.0,75.0
Renasant Bank,Tupelo,MS,GA,BULLOCH,1,500000,375000.0,500000.0,75.0
First Bank of the Lake,Osage Beach,MO,MO,GREENE,1,500000,250000.0,500000.0,50.0
First Bank of the Lake,Osage Beach,MO,OR,CLACKAMAS,1,500000,375000.0,500000.0,75.0
Milestone Bank,Salt Lake City,UT,SC,SUMTER,1,500000,375000.0,500000.0,75.0
"Newtek Bank, National Association",Miami,FL,MO,WAYNE,1,500000,375000.0,500000.0,75.0
"Capital One, National Association",Mclean,VA,FL,PASCO,1,500000,250000.0,500000.0,50.0
Prairie State Bank and Trust,Springfield,IL,IL,MACOUPIN,1,500000,375000.0,500000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,FL,POLK,3,500000,390000.0,166666.67,78.0
"SouthState Bank, National Association",Winter Haven,FL,GA,BARTOW,1,500000,375000.0,500000.0,75.0
"Capital One, National Association",Mclean,VA,CO,EL PASO,1,500000,250000.0,500000.0,50.0
"Lendistry SBLC, LLC",Los Angeles,CA,OR,LANE,1,500000,375000.0,500000.0,75.0
Lone Star National Bank,Pharr,TX,TX,CAMERON,1,500000,375000.0,500000.0,75.0
Main Street Bank,Marlborough,MA,MA,MIDDLESEX,1,500000,375000.0,500000.0,75.0
Paradise Bank,Boca Raton,FL,IL,LAKE,1,500000,375000.0,500000.0,75.0
Banco Popular de Puerto Rico,San Juan,PR,PR,AGUAS BUENAS,1,500000,250000.0,500000.0,50.0
"Capital One, National Association",Mclean,VA,MD,HOWARD,1,500000,250000.0,500000.0,50.0
"First Financial Bank, National Association",Terre Haute,IN,IN,MARION,1,500000,250000.0,500000.0,50.0
"Grow America Fund, Incorporated",New York,NY,OH,AUGLAIZE,1,500000,375000.0,500000.0,75.0
Byline Bank,Chicago,IL,KY,GREENUP,1,500000,250000.0,500000.0,50.0
Citizens Bank,Elizabethton,TN,VA,ROANOKE CITY,1,499900,374925.0,499900.0,75.0
The Bancorp Bank National Association,Sioux Falls,SD,FL,ESCAMBIA,1,499900,374925.0,499900.0,75.0
Citizens Bank,Elizabethton,TN,TX,WILLIAMSON,1,499700,374775.0,499700.0,75.0
Northeast Bank,Lewiston,ME,MN,ANOKA,5,499700,394745.0,99940.0,79.0
Hanover Community Bank,Mineola,NY,PA,LEHIGH,2,499600,374700.0,249800.0,75.0
First Guaranty Bank,Hammond,LA,TX,TARRANT,2,499600,302160.0,249800.0,60.48
Bank of New Hampshire,Laconia,NH,NH,ROCKINGHAM,2,499500,374625.0,249750.0,75.0
Great Plains National Bank,Elk City,OK,MS,LAFAYETTE,1,499500,374625.0,499500.0,75.0
HomeTrust Bank,Asheville,NC,SC,BERKELEY,1,499500,374625.0,499500.0,75.0
Ameris Bank,Atlanta,GA,FL,ORANGE,1,499500,374625.0,499500.0,75.0
Citizens Bank,Elizabethton,TN,IL,JACKSON,1,499500,374625.0,499500.0,75.0
